OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
414,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,CENTER FOR FERTILITY AND REPRODUCTIVE SURGERY,LUBBOCK,TEXAS,169,0,"Jaou-Chen Huang, MD",1,0%,0%,79%,29%,8%,0.14,0.2,0.27,0.02,0.3,9%,12%,11%,11%,30,11,9,0,1,3.3,11-Jan,9-Feb,,0 / 1,25,8,5,0,1,1.9,2.1,2,,1,12,0 / 8,0 / 5,,,46.7,11-Jan,9-Feb,,0 / 1,46.7,11-Jan,9-Feb,,0 / 1,40,11-Jan,9-Feb,,0 / 1,6.7,0 / 11,0 / 9,,0 / 1,36.7,11-Jan,9-Feb,,0 / 1,36.2,17-Jan,10-Feb,,0 / 1,56,8-Jan,5-Feb,,0 / 1,56,8-Jan,5-Feb,,0 / 1,48,8-Jan,5-Feb,,0 / 1,8,0 / 8,0 / 5,,0 / 1,44,8-Jan,5-Feb,,0 / 1,43,17,8,1,1,39,16,7,1,1,1.7,0.8,0.7,1,,1.6,1.4,1.6,2,1,19.4,27.3,11-Feb,0 / 2,0 / 1,25.6,16-May,7-Jan,0 / 1,0 / 1,23.1,16-Apr,7-Jan,0 / 1,0 / 1,17.9,16-Mar,0 / 7,0 / 1,0 / 1,5.1,16-Jan,7-Jan,0 / 1,0 / 1,15.4,16-Mar,0 / 7,0 / 1,0 / 1,15,11,10,0,0,0,1,0,0,0,0,2,9,1,0,2,7,1,,2,1.4,1,,4-Mar,10-Mar,1-Jan,,2-Jan,7-Mar,1-Jan,,2-Jan,7-Mar,1-Jan,,0 / 2,7-Mar,1-Jan,,0 / 2,0 / 7,0 / 1,,0 / 2,7-Mar,1-Jan,,"Texas Tech University Health Sciences Center, Center for Fertility and Reproductive Surgery",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
415,REPRODUCTIVE INSTITUTE OF SOUTH TEXAS,,MCALLEN,TEXAS,178,0,"Esteban O. Brown, MD",1,2%,2%,93%,5%,37%,0.13,0.18,0.06,0.28,0.55,39%,3%,30%,39%,39,26,21,13,3,2.6,7.7,9.5,13-Jan,3-Jan,24,19,14,11,1,1.5,2,1.6,2,2,19-Jun,0 / 17,10-Jan,0 / 9,0 / 1,30.8,23.1,23.8,13-May,0 / 3,17.9,7.7,14.3,13-Jan,0 / 3,15.4,3.8,9.5,0 / 13,0 / 3,2.6,3.8,4.8,13-Jan,0 / 3,12.8,0,4.8,0 / 13,0 / 3,41.7,21.1,23.8,19-May,0 / 2,50,19-Jun,14-May,11-May,0 / 1,29.2,19-Feb,14-Mar,11-Jan,0 / 1,25,19-Jan,14-Feb,0 / 11,0 / 1,4.2,19-Jan,14-Jan,11-Jan,0 / 1,20.8,0 / 19,14-Jan,0 / 11,0 / 1,40,14,8,2,0,33,13,4,2,0,2.8,3.3,1,2,,1.5,1.5,1.5,2,,51,35,0 / 6,4-Jan,,63.6,13-Jul,0 / 4,2-Jan,,48.5,13-Jul,0 / 4,2-Jan,,39.4,13-Jul,0 / 4,2-Jan,,9.1,0 / 13,0 / 4,0 / 2,,18.2,13-Jun,0 / 4,2-Jan,,2,0,0,0,0,0,0,0,0,0,5,0,3,2,2,0,3,2,1,,1.7,1.5,1-Jan,,5-Apr,3-Mar,2-Feb,,3-Mar,2-Feb,2-Jan,,3-Feb,2-Feb,2-Jan,,3-Jan,2-Jan,0 / 2,,3-Jan,2-Jan,2-Jan,,3-Jan,2-Jan,,Reproductive Institute of South Texas,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,TX
416,"ADVANCED FERTILITY CENTERS, PLLC",,ODESSA,TEXAS,11,0,"Botros Rizk, MD",1,0%,0%,91%,0%,36%,0.46,0,0.27,0,0.46,46%,0%,46%,36%,5,2,0,1,1,0 / 5,0 / 2,,0 / 1,0 / 1,3,2,0,1,1,2.7,2.5,,4,1,0 / 3,0 / 2,,0 / 1,,5-Mar,2-Jan,,0 / 1,0 / 1,5-Mar,2-Jan,,0 / 1,0 / 1,5-Feb,0 / 2,,0 / 1,0 / 1,5-Jan,2-Jan,,0 / 1,0 / 1,5-Jan,0 / 2,,0 / 1,0 / 1,8-Apr,5-Feb,,0 / 4,0 / 1,3-Mar,2-Jan,,0 / 1,0 / 1,3-Mar,2-Jan,,0 / 1,0 / 1,3-Feb,0 / 2,,0 / 1,0 / 1,3-Jan,2-Jan,,0 / 1,0 / 1,3-Jan,0 / 2,,0 / 1,0 / 1,1,0,0,1,0,1,0,0,1,0,1,,,,,2,,,1,,2-Feb,,,0 / 1,,1-Jan,,,0 / 1,,1-Jan,,,0 / 1,,0 / 1,,,0 / 1,,1-Jan,,,0 / 1,,0 / 1,,,0 / 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Advanced Fertility Centers, PLLC",No,No,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
417,IVF PLANO,,PLANO,TEXAS,315,1,"James Douglas, MD",1,<1%,1%,43%,15%,8%,0.63,0.27,0.08,0.02,0.42,14%,1%,21%,34%,72,29,32,13,19,8.3,3.4,12.5,13-Mar,19-Jan,28,13,16,4,11,1.7,1.4,1.8,2.8,1.7,0 / 19,0 / 5,0 / 11,0 / 4,6-Jan,29.2,24.1,31.3,0 / 13,19-May,25,20.7,18.8,0 / 13,19-Apr,19.4,13.8,12.5,0 / 13,19-Apr,5.6,6.9,3.1,0 / 13,0 / 19,18.1,10.3,9.4,0 / 13,19-Apr,52.2,18-Sep,44,0 / 11,19-Jun,75,13-Jul,16-Oct,0 / 4,11-May,64.3,13-Jun,16-Jun,0 / 4,11-Apr,50,13-Apr,16-Apr,0 / 4,11-Apr,14.3,13-Feb,16-Jan,0 / 4,0 / 11,46.4,13-Mar,16-Mar,0 / 4,11-Apr,45,22,15,3,5,45,22,15,3,5,0.9,1.2,0.8,0.5,0.7,1.5,1.5,1.5,2.7,1.4,68.3,53.1,47.8,8-Apr,6-Jan,80,63.6,15-Sep,3-Mar,5-Feb,68.9,54.5,15-Jun,3-Mar,0 / 5,55.6,36.4,15-May,3-Mar,0 / 5,13.3,18.2,15-Jan,0 / 3,0 / 5,40,27.3,15-Apr,3-Mar,0 / 5,22,7,13,1,2,1,1,2,0,0,5,1,8,0,2,1,8,0,1.5,2,1.5,,2-Feb,2-Jan,12-Jun,,2-Feb,1-Jan,8-Apr,,2-Jan,1-Jan,8-Apr,,0 / 2,1-Jan,8-Feb,,2-Jan,0 / 1,8-Feb,,0 / 2,1-Jan,8-Feb,,,IVF Plano,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
418,PRESBYTERIAN HOSPITAL ARTS,,PLANO,TEXAS,248,0,"Alfred J. Rodriguez, MD",1,0%,<1%,49%,57%,10%,0.41,0.34,0.09,0.29,0.33,37%,1%,44%,28%,20,15,16,7,4,0,15-Jan,16-Mar,7-Feb,4-Jan,10,7,5,3,3,1.3,1,1.2,1,1,0 / 3,,0 / 1,,,30,15-Apr,16-Jan,7-Feb,4-Mar,20,15-Apr,16-Jan,7-Feb,4-Mar,15,15-Apr,16-Jan,7-Feb,4-Mar,5,0 / 15,0 / 16,0 / 7,0 / 4,5,15-Apr,16-Jan,0 / 7,4-Feb,12-Jun,7-Apr,6-Jan,3-Feb,3-Mar,10-Jun,7-Apr,5-Jan,3-Feb,3-Mar,10-Apr,7-Apr,5-Jan,3-Feb,3-Mar,10-Mar,7-Apr,5-Jan,3-Feb,3-Mar,10-Jan,0 / 7,0 / 5,0 / 3,0 / 3,10-Jan,7-Apr,5-Jan,0 / 3,3-Feb,30,20,12,8,3,30,18,12,8,2,0.7,1,0.3,0.7,0.7,1.1,1.1,1.3,1,1,64.7,80,15-Feb,8-Feb,0 / 2,66.7,14 / 18,12-Feb,8-Feb,0 / 2,53.3,14 / 18,12-Feb,8-Feb,0 / 2,50,13 / 18,12-Feb,8-Feb,0 / 2,3.3,18-Jan,0 / 12,0 / 8,0 / 2,46.7,18-Dec,12-Feb,8-Feb,0 / 2,35,15,34,11,3,0,0,1,0,0,0,0,15,0,0,0,14,0,,,1.1,,,,16-Aug,,,,14-Jul,,,,14-May,,,,14-Apr,,,,14-Jan,,,,14-Apr,,,Presbyterian Hospital ARTS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
419,FERTILITY CENTER OF SAN ANTONIO,,SAN ANTONIO,TEXAS,621,1,"Gregory S. Neal, MD",1,0%,1%,67%,11%,28%,0.2,0.26,0.1,0.1,0.31,13%,10%,19%,16%,119,56,53,16,19,2.5,8.9,9.4,16-Mar,19-May,107,47,38,12,10,1.7,1.8,2.1,2.4,1.9,25,9.3,2.9,11-Jan,0 / 8,53.8,42.9,24.5,16-Mar,19-Jan,47.9,37.5,15.1,16-Feb,0 / 19,29.4,28.6,11.3,16-Feb,0 / 19,18.5,8.9,3.8,0 / 16,0 / 19,26.1,25,7.5,16-Jan,0 / 19,47.8,35.4,18.7,10.3,0 / 17,59.8,51.1,34.2,12-Mar,10-Jan,53.3,44.7,21.1,12-Feb,0 / 10,32.7,34,15.8,12-Feb,0 / 10,20.6,10.6,5.3,0 / 12,0 / 10,29,29.8,10.5,12-Jan,0 / 10,91,77,41,18,6,87,76,39,17,6,2.1,2.1,1,1.1,0.5,1.5,1.5,1.7,1.4,2.3,40.8,37.4,31.1,45.5,14-Mar,56.3,48.7,48.7,17-Oct,6-Mar,47.1,36.8,30.8,17-Aug,6-Feb,41.4,28.9,25.6,17-Jul,6-Feb,5.7,7.9,5.1,17-Jan,0 / 6,35.6,22.4,25.6,17-May,6-Feb,16,22,27,12,9,2,4,3,0,0,19,2,17,0,17,1,16,0,1.9,2,1.7,,53.6,0 / 2,38.5,,17-Dec,0 / 1,16-Sep,,17-Aug,0 / 1,16-Aug,,17-Mar,0 / 1,16-Jul,,17-May,0 / 1,16-Jan,,17-Feb,0 / 1,16-May,,,Fertility Center of San Antonio,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
420,"FERTILITY INSTITUTE OF TEXAS, PLLC",,SAN ANTONIO,TEXAS,118,0,"Susan Hudson, MD",1,0%,3%,65%,63%,23%,0.11,0.39,0.06,0.03,0.23,54%,22%,39%,19%,1,0,1,0,0,0 / 1,,0 / 1,,,1,0,1,0,0,2,,1,,,0 / 1,,,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 2,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,29,9,12,2,1,26,8,9,1,0,1.1,0.9,0.9,0.2,0,1,1.1,1.2,1,,60,9-Jul,9-Jun,0 / 1,,65.4,8-Jun,9-Jun,0 / 1,,53.8,8-May,9-Mar,0 / 1,,53.8,8-Apr,9-Feb,0 / 1,,0,8-Jan,9-Jan,0 / 1,,46.2,8-Apr,9-Feb,0 / 1,,24,9,9,5,6,1,0,0,0,0,0,3,7,0,0,3,6,0,,1.7,1.2,,,5-Feb,7-May,,,3-Feb,6-May,,,3-Feb,6-May,,,3-Feb,6-May,,,0 / 3,0 / 6,,,3-Feb,6-Apr,,,"Fertility Institute of Texas, PLLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
421,FERTILITY SPECIALISTS OF SAN ANTONIO,,SAN ANTONIO,TEXAS,21,1,"Gerard M. Honoré, MD, PhD",1,0%,0%,54%,0%,0%,0.08,0.46,0.69,0,0.62,15%,0%,31%,39%,0,0,2,3,0,,,0 / 2,3-Jan,,0,0,0,2,0,,,,2.5,,,,,0 / 1,,,,0 / 2,0 / 3,,,,0 / 2,0 / 3,,,,0 / 2,0 / 3,,,,0 / 2,0 / 3,,,,0 / 2,0 / 3,,,,,0 / 5,,,,,0 / 2,,,,,0 / 2,,,,,0 / 2,,,,,0 / 2,,,,,0 / 2,,2,0,4,0,0,2,0,4,0,0,0.7,0,1,0,0,1,,1.8,,,0 / 2,,7-Jan,,,0 / 2,,4-Jan,,,0 / 2,,4-Jan,,,0 / 2,,4-Jan,,,0 / 2,,0 / 4,,,0 / 2,,4-Jan,,,3,1,2,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,0 / 1,,,,This clinic has closed since 2016. Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for further information.,,,,,,,,,,0,TX
422,INSTITUTE FOR WOMEN'S HEALTH,ADVANCED FERTILITY CENTER,SAN ANTONIO,TEXAS,109,0,"Joseph R. Garza, MD",1,0%,3%,60%,16%,11%,0.45,0.37,0.12,0,0.28,51%,0%,41%,28%,18,8,8,3,12,18-Mar,8-Jan,8-Jan,3-Jan,12-Jun,12,4,5,1,3,1.3,1.3,1.4,2,1.3,0 / 3,0 / 1,0 / 2,0 / 1,0 / 1,18-Jun,8-Jan,8-Mar,0 / 3,12-Jan,18-May,8-Jan,8-Mar,0 / 3,12-Jan,18-May,8-Jan,8-Mar,0 / 3,0 / 12,0 / 18,0 / 8,0 / 8,0 / 3,12-Jan,18-Feb,8-Jan,8-Mar,0 / 3,0 / 12,15-Jun,5-Jan,7-Mar,0 / 2,4-Feb,12-Jun,4-Jan,5-Mar,0 / 1,3-Jan,12-May,4-Jan,5-Mar,0 / 1,3-Jan,12-May,4-Jan,5-Mar,0 / 1,0 / 3,0 / 12,0 / 4,0 / 5,0 / 1,3-Jan,12-Feb,4-Jan,5-Mar,0 / 1,0 / 3,9,6,6,0,1,7,6,6,0,1,0.5,0.4,0.7,0,,1.3,1.3,1.5,,1,9-Feb,7-Mar,7-May,,0 / 1,7-Feb,6-Apr,6-May,,0 / 1,7-Feb,6-Mar,6-Apr,,0 / 1,7-Feb,6-Mar,6-Mar,,0 / 1,0 / 7,0 / 6,6-Jan,,0 / 1,7-Jan,6-Mar,6-Jan,,0 / 1,13,11,9,2,0,0,3,0,0,0,1,1,1,0,1,1,1,0,1,2,1,,0 / 1,0 / 2,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,,"Institute for Women's Health, Advanced Fertility Center",No,No,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
423,"REPRODUCTIVE MEDICINE ASSOCIATES OF TEXAS, PA",,SAN ANTONIO,TEXAS,670,1,"Francisco Arredondo, MD",1,0%,2%,79%,43%,9%,0.22,0.28,0.06,0.02,0.25,10%,12%,5%,9%,96,39,24,11,4,7.3,20.5,25,11-Apr,0 / 4,69,24,11,3,2,1.4,1.8,1.9,2.3,2,60.3,22.7,0 / 8,0 / 3,0 / 2,50,38.5,25,11-Feb,0 / 4,41.7,35.9,20.8,11-Feb,0 / 4,33.3,23.1,16.7,11-Feb,0 / 4,8.3,7.7,4.2,0 / 11,0 / 4,27.1,20.5,16.7,11-Jan,0 / 4,60.7,51.2,38.1,7-Feb,0 / 4,69.6,62.5,11-Jun,3-Feb,0 / 2,58,58.3,11-May,3-Feb,0 / 2,46.4,37.5,11-Apr,3-Feb,0 / 2,11.6,12.5,11-Jan,0 / 3,0 / 2,37.7,33.3,11-Apr,3-Jan,0 / 2,145,66,36,5,7,140,63,35,5,7,1.5,0.9,0.7,0.3,0.9,1.2,1.2,1.3,1.2,1.3,57.2,58.8,41.5,6-Mar,9-Feb,62.1,65.1,51.4,5-Feb,7-Feb,57.9,52.4,37.1,5-Feb,7-Feb,50,47.6,31.4,5-Jan,7-Feb,7.9,4.8,5.7,5-Jan,0 / 7,40.7,38.1,28.6,5-Jan,7-Jan,71,61,46,15,8,1,0,0,0,0,3,14,17,1,3,8,16,1,1,1.6,1.2,1,3-Mar,12-Jul,15 / 19,0 / 1,3-Mar,8-May,13 / 16,0 / 1,3-Mar,8-Apr,13 / 16,0 / 1,3-Mar,8-Jan,16-Nov,0 / 1,0 / 3,8-Mar,16-Feb,0 / 1,3-Mar,8-Jan,16-Jul,0 / 1,,"Reproductive Medicine Associates of Texas, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
424,UT MEDICINE FERTILITY CENTER,,SAN ANTONIO,TEXAS,144,0,"Randal D. Robinson, MD",1,0%,0%,40%,17%,26%,0.08,0.3,0.26,0.23,0.34,8%,13%,31%,15%,19,14,15,4,1,19-Feb,14-Feb,0 / 15,4-Jan,0 / 1,12,11,13,3,1,1.6,1.7,2.2,1.7,1,11-May,9-Feb,10-Jan,0 / 1,,19-May,14-Jul,15-May,0 / 4,0 / 1,19-May,14-May,15-Mar,0 / 4,0 / 1,19-May,14-May,15-Mar,0 / 4,0 / 1,0 / 19,0 / 14,0 / 15,0 / 4,0 / 1,19-May,14-Apr,15-Mar,0 / 4,0 / 1,19-May,17-Jun,17.9,0 / 5,0 / 1,12-May,11-Jul,13-May,0 / 3,0 / 1,12-May,11-May,13-Mar,0 / 3,0 / 1,12-May,11-May,13-Mar,0 / 3,0 / 1,0 / 12,0 / 11,0 / 13,0 / 3,0 / 1,12-May,11-Apr,13-Mar,0 / 3,0 / 1,25,16,10,5,3,25,15,10,5,3,1.8,1.4,1.7,0.8,3,1.4,1.3,1.2,1.6,1.7,27.8,19-Jun,12-Feb,8-Jan,0 / 5,32,15-Jul,10-Feb,5-Jan,0 / 3,32,15-May,10-Jan,0 / 5,0 / 3,24,15-May,10-Jan,0 / 5,0 / 3,8,0 / 15,0 / 10,0 / 5,0 / 3,20,15-Apr,10-Jan,0 / 5,0 / 3,10,7,5,4,1,5,2,2,1,0,2,0,3,0,2,0,3,0,2,,1.3,,4-Jan,,0 / 4,,2-Jan,,0 / 3,,2-Jan,,0 / 3,,2-Jan,,0 / 3,,0 / 2,,0 / 3,,2-Jan,,0 / 3,,,UT Medicine Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
425,SCOTT & WHITE,,TEMPLE,TEXAS,130,0,"Thomas J. Wincek, MD, PhD",1,0%,0%,76%,2%,23%,0.11,0,0.17,<1%,0.29,9%,26%,9%,5%,61,19,10,7,0,23,19-Jul,10-Jan,7-Jan,,40,12,9,6,0,1.8,1.8,2,1.8,,3,0 / 10,0 / 9,0 / 5,,39.3,19-Jul,10-Mar,7-Feb,,29.5,19-Jul,10-Feb,7-Jan,,21.3,19-Jul,10-Feb,7-Jan,,8.2,0 / 19,0 / 10,0 / 7,,9.8,19-May,0 / 10,0 / 7,,45.7,31.8,18-Apr,11-Mar,,60,12-Jul,9-Mar,6-Feb,,45,12-Jul,9-Feb,6-Jan,,32.5,12-Jul,9-Feb,6-Jan,,12.5,0 / 12,0 / 9,0 / 6,,15,12-May,0 / 9,0 / 6,,18,3,5,3,2,16,3,4,3,2,,,,,,1.5,2,1.5,1,2,54.2,6-Apr,0 / 6,3-Jan,4-Jan,16-Nov,3-Feb,0 / 4,3-Jan,2-Jan,16-Sep,0 / 3,0 / 4,3-Jan,0 / 2,16-Jul,0 / 3,0 / 4,3-Jan,0 / 2,16-Feb,0 / 3,0 / 4,0 / 3,0 / 2,16-Mar,0 / 3,0 / 4,0 / 3,0 / 2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,2,,,,2-Jan,,,,1-Jan,,,,1-Jan,,,,1-Jan,,,,0 / 1,,,,0 / 1,,This clinic has reorganized since 2016. Contact the NASS Help Desk for further information.,Scott & White Clinic-Temple,No,No,Yes,No,Yes,No,No,No,0,TX
426,"NORTH HOUSTON CENTER FOR REPRODUCTIVE MEDICINE, PA",,THE WOODLANDS,TEXAS,85,0,"Dorothy J. Roach, MD",1,0%,0%,80%,2%,13%,0.48,0.16,0.13,0,0.45,7%,7%,13%,31%,27,15,11,3,1,0,15-Jan,11-Jan,0 / 3,0 / 1,26,14,10,3,1,1.7,2.1,1.9,2.7,3,25,0 / 14,0 / 8,0 / 3,0 / 1,44.4,15-Aug,11-Jun,3-Jan,0 / 1,40.7,15-Jun,11-Apr,3-Jan,0 / 1,33.3,15-Apr,11-Feb,0 / 3,0 / 1,7.4,15-Feb,11-Feb,3-Jan,0 / 1,25.9,15-Apr,11-Jan,0 / 3,0 / 1,37.8,33.3,19-Aug,8-Feb,0 / 3,46.2,14-Aug,10-Jun,3-Jan,0 / 1,42.3,14-Jun,10-Apr,3-Jan,0 / 1,34.6,14-Apr,10-Feb,0 / 3,0 / 1,7.7,14-Feb,10-Feb,3-Jan,0 / 1,26.9,14-Apr,10-Jan,0 / 3,0 / 1,14,6,1,1,2,14,6,1,1,2,3.5,6,1,,2,1.7,1.5,1,2,1.5,54.2,9-Apr,0 / 1,2-Jan,0 / 3,14-Sep,6-Mar,0 / 1,1-Jan,0 / 2,14-Sep,6-Mar,0 / 1,0 / 1,0 / 2,14-Jun,6-Mar,0 / 1,0 / 1,0 / 2,14-Mar,0 / 6,0 / 1,0 / 1,0 / 2,14-Jun,6-Mar,0 / 1,0 / 1,0 / 2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,,2,,2-Jan,,0 / 2,,1-Jan,,0 / 1,,1-Jan,,0 / 1,,1-Jan,,0 / 1,,0 / 1,,0 / 1,,1-Jan,,0 / 1,,,"North Houston Center for Reproductive Medicine, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
